SNo,Date,Symbol,Segment,EntryAt,Signal,Rate,QTY,TGT,SL,Cycle,ExitAt,Closure,ExitRate,Open,High,Low,Close,PP,PR,PS,NewPR,NewPS,LowWick,UpWick,Body,CandleColor,CandleType,SumBody,SMA21,SumClose,AlgoName,TSLFlag
337,22-03-2023,HINDUNILVR,NSECM,11.13.03,BUY,2469.475,39,2488.810989,2455.553088,29,13.14.02,SL,nil,2469.55,2469.7,2469.2,2469.5,2466.790855,2486.105828,2447.475883,2488.810989,,,,,,,,,,Algo1.1,
338,22-03-2023,ASIANPAINT,NSECM,10.45.02,SELL,2838.0875,44,2815.865275,2854.087502,29,15.18.02,EXIT,2840.5,2839.05,2839.05,2837,2838.15,2840.453333,2862.694083,2818.212584,,2815.865275,,,,,,,,,Algo1.1,
339,22-03-2023,BRITANNIA,NSECM,11.13.03,SELL,4255.3,32,4221.981001,4279.289679,29,15.18.02,EXIT,4246.1,4256.5,4256.5,4254.9,4254.9,4257.686136,4291.023818,4224.348453,,4221.981001,,,,,,,,,Algo1.1,
340,22-03-2023,HDFC,NSECM,09.49.04,SELL,2573.35,35,2553.20067,2587.857518,85,15.18.02,EXIT,2585.25,2574.7,2574.7,2572.9,2572.9,2575.533908,2595.700339,2555.367478,,2553.20067,,,,,,,,,Algo1.1,
341,22-03-2023,INFY,NSECM,13.05.02,SELL,1388.0375,103,1377.169166,1395.8627,85,15.18.02,EXIT,1390,1388.15,1388.25,1387.9,1388,1390.344148,1401.230543,1379.457753,,1377.169166,,,,,,,,,Algo1.1,
342,22-03-2023,RELIANCE,NSECM,09.49.04,SELL,2281.175,24,2263.3134,2294.035352,113,15.18.02,EXIT,2278,2283.1,2283.6,2280,2280.55,2283.553448,2301.433672,2265.673225,,2263.3134,,,,,,,,,Algo1.1,
343,22-03-2023,TITAN,NSECM,13.33.02,SELL,2504.9,40,2485.286633,2519.021624,113,15.18.03,EXIT,2507.2,2505.75,2506.5,2504.1,2504.5,2507.100725,2526.731323,2487.470126,,2485.286633,,,,,,,,,Algo1.1,
344,22-03-2023,TCS,NSECM,09.49.05,SELL,3124.6125,118,3100.146784,3142.227815,197,15.18.03,EXIT,3132.3,3126.15,3126.15,3123.6,3124.35,3127.421839,3151.909552,3102.934126,,3100.146784,,,,,,,,,Algo1.1,
345,22-03-2023,MUTHOOTFIN,NSECM,10.45.06,BUY,972.9625,72,983.470495,965.3967436,225,15.18.04,EXIT,975,973.6,973.6,972.65,972.8,970.385098,980.8652571,959.904939,983.470495,,,,,,,,,,Algo1.1,
346,22-03-2023,AXISBANK,NSECM,12.37.02,SELL,849.9875,40,840.807635,856.5970028,253,15.18.03,EXIT,849.8,850.05,850.1,849.85,850,852.1302876,861.3332948,842.9272805,,840.807635,,,,,,,,,Algo1.1,
347,23-03-2023,RELIANCE,NSECM,10.12.03,BUY,2260.4625,44,2278.161921,2247.718917,57,10.51.03,SL,nil,2260.3,2260.6,2260.05,2260.6,2257.675146,2275.352743,2239.99755,2278.161921,,,,,,,,,,Algo1.1,
348,23-03-2023,ASIANPAINT,NSECM,10.41.03,BUY,2795.65,32,2817.53994,2779.889244,57,11.21.04,SL,nil,2796.5,2797,2795.2,2795.2,2792.160392,2814.023008,2770.297776,2817.53994,,,,,,,,,,Algo1.1,
349,23-03-2023,BRITANNIA,NSECM,10.40.03,BUY,4233.1125,102,4266.257771,4209.247905,57,11.22.03,SL,nil,4233.35,4233.7,4232.05,4233.35,4227.951961,4261.056825,4194.847097,4266.257771,,,,,,,,,,Algo1.1,
350,23-03-2023,TCS,NSECM,10.12.04,BUY,3120.9875,24,3145.424832,3103.392621,85,11.36.04,TGT,nil,3122.05,3122.05,3120.6,3120.65,3115.154386,3139.546045,3090.762727,3145.424832,,,,,,,,,,Algo1.1,
351,23-03-2023,BATAINDIA,NSECM,11.09.03,SELL,1408.75,40,1397.719488,1416.691969,85,11.59.03,SL,nil,1408.6,1409,1408,1409,1411.520501,1422.572707,1400.468296,,1397.719488,,,,,,,,,Algo1.1,
352,23-03-2023,HINDUNILVR,NSECM,11.36.03,SELL,2481.8625,36,2462.429517,2495.854248,85,13.31.03,SL,nil,2481.5,2482,2481.45,2482,2484.356383,2503.808893,2464.903873,,2462.429517,,,,,,,,,Algo1.1,
353,23-03-2023,MUTHOOTFIN,NSECM,10.12.04,BUY,976.3625,71,986.907215,968.7703052,113,13.38.04,TGT,nil,976.5,976.95,976,976.25,973.8432749,984.3607822,963.3257675,986.907215,,,,,,,,,,Algo1.1,
354,23-03-2023,AXISBANK,NSECM,12.32.04,BUY,858.275,40,867.54437,851.6010536,141,14.31.04,SL,nil,858.6,858.6,858.1,858.2,856.0801184,865.3257837,846.8344532,867.54437,,,,,,,,,,Algo1.1,
355,23-03-2023,ACC,NSECM,13.28.03,BUY,1745.775,117,1759.444418,1735.933019,197,15.14.03,SL,nil,1746.35,1746.45,1745.55,1745.55,1743.008366,1756.656122,1729.360611,1759.444418,,,,,,,,,,Algo1.1,
356,23-03-2023,SUNPHARMA,NSECM,13.00.04,BUY,980.8125,102,991.405275,973.185702,225,15.18.03,EXIT,977.45,981.5,981.5,980.35,980.7,978.2572593,988.8224377,967.6920809,991.405275,,,,,,,,,,Algo1.1,
357,23-03-2023,TITAN,NSECM,10.40.04,BUY,2509.3125,57,2528.960417,2495.166,253,15.18.03,EXIT,2517.55,2510.8,2512.2,2507.05,2509,2505.67451,2525.293941,2486.055078,2528.960417,,,,,,,,,,Algo1.1,
358,23-03-2023,ICICIGI,NSECM,14.24.04,SELL,1089.2125,92,1080.683966,1095.353044,309,15.18.04,EXIT,1081.55,1089.15,1089.85,1089,1089,1091.051133,1099.594063,1082.508202,,1080.683966,,,,,,,,,Algo1.1,
359,24-03-2023,ASIANPAINT,NSECM,10.12.03,BUY,2788.45,36,2810.283564,2772.729834,57,11.39.03,TGT,nil,2786.35,2789.35,2786.35,2789.05,2785.793567,2807.606331,2763.980804,2810.283564,,,,,,,,,,Algo1.1,
360,24-03-2023,HDFC,NSECM,10.12.03,BUY,2562.15,40,2582.211635,2547.705623,57,11.46.04,TGT,nil,2560.1,2563.3,2560,2562.65,2558.992105,2579.029013,2538.955197,2582.211635,,,,,,,,,,Algo1.1,
361,24-03-2023,TCS,NSECM,10.12.04,BUY,3158.075,39,3182.802727,3140.271036,57,13.22.04,SL,nil,3154,3159.5,3153.8,3159.5,3155.055848,3179.759935,3130.351761,3182.802727,,,,,,,,,,Algo1.1,
362,24-03-2023,INFY,NSECM,10.12.03,BUY,1393.35,72,1404.259931,1385.49485,57,14.17.03,SL,nil,1391.9,1394,1391.8,1393.8,1391.211404,1402.104589,1380.318218,1404.259931,,,,,,,,,,Algo1.1,
363,24-03-2023,RELIANCE,NSECM,11.36.04,SELL,2224.725,32,2207.305403,2237.26711,57,15.03.04,TGT,nil,2224.95,2225.05,2224.15,2224.85,2227.577541,2245.019474,2210.135609,,2207.305403,,,,,,,,,Algo1.1,
364,24-03-2023,SUNPHARMA,NSECM,13.28.03,BUY,975.7375,71,986.275465,968.1501652,85,15.06.03,SL,nil,975.75,976,975.35,975.8,973.4982213,984.0120021,962.9844406,986.275465,,,,,,,,,,Algo1.1,
365,24-03-2023,BATAINDIA,NSECM,10.40.03,BUY,1410.6375,24,1421.682792,1402.68489,85,15.18.03,EXIT,1416.5,1410,1410.85,1410,1410.85,1408.256667,1419.283316,1397.230017,1421.682792,,,,,,,,,,Algo1.1,
366,24-03-2023,HINDUNILVR,NSECM,10.12.03,BUY,2484.975,45,2504.432354,2470.965705,141,15.18.03,EXIT,2483.45,2483.5,2486,2483.5,2485.2,2480.626316,2500.04962,2461.203012,2504.432354,,,,,,,,,,Algo1.1,
367,24-03-2023,BRITANNIA,NSECM,10.40.03,SELL,4210.1625,102,4177.196928,4233.897712,253,15.18.03,EXIT,4203.85,4210.65,4210.8,4209.55,4210.15,4212.666078,4245.651254,4179.680903,,4177.196928,,,,,,,,,Algo1.1,
368,24-03-2023,MUTHOOTFIN,NSECM,13.28.04,SELL,964.8625,104,954.441985,972.3652708,253,15.18.04,EXIT,962.75,964.5,965,964.45,965,967.3229908,977.7700791,956.8759025,,954.441985,,,,,,,,,Algo1.1,
369,27-03-2023,TCS,NSECM,12.25.04,BUY,3147.4,24,3172.044142,3129.656218,29,13.29.02,SL,nil,3148.35,3148.4,3146.4,3147.4,3143.013218,3167.623012,3118.403425,3172.044142,,,,,,,,,,Algo1.1,
370,27-03-2023,MUTHOOTFIN,NSECM,12.25.04,BUY,977.0375,45,987.589505,969.4400564,29,13.38.03,SL,nil,977.1,977.15,976.9,977.05,974.5603448,985.0855966,964.0350931,987.589505,,,,,,,,,,Algo1.1,
371,27-03-2023,ASIANPAINT,NSECM,13.21.02,SELL,2801.5,40,2779.564255,2817.293736,29,15.18.02,EXIT,2803.95,2802.05,2802.5,2800,2801.75,2804.942745,2826.905447,2782.980043,,2779.564255,,,,,,,,,Algo1.1,
372,27-03-2023,BRITANNIA,NSECM,12.25.02,BUY,4207.425,32,4240.369138,4183.705221,29,15.18.02,EXIT,4213.4,4208.7,4208.7,4207,4207,4203.461494,4236.374598,4170.548391,4240.369138,,,,,,,,,,Algo1.1,
373,27-03-2023,HDFC,NSECM,13.21.02,SELL,2565.75,102,2545.660178,2580.214672,29,15.18.02,EXIT,2556.75,2566,2566.1,2565.4,2565.75,2568.973922,2589.088987,2548.858856,,2545.660178,,,,,,,,,Algo1.1,
374,27-03-2023,HINDUNILVR,NSECM,12.53.03,BUY,2493.5,40,2513.024105,2479.442644,57,15.18.03,EXIT,2499.85,2493.7,2494,2492.5,2493.75,2490.84883,2510.352177,2471.345484,2513.024105,,,,,,,,,,Algo1.1,
375,27-03-2023,INFY,NSECM,13.21.02,SELL,1390.875,36,1379.984449,1398.716197,85,15.18.03,EXIT,1388.8,1391,1391.3,1390.5,1390.85,1393.003529,1403.910747,1382.096312,,1379.984449,,,,,,,,,Algo1.1,
376,27-03-2023,M&M,NSECM,13.21.02,SELL,1139.5,39,1130.577715,1145.924045,85,15.18.03,EXIT,1137.45,1139.45,1139.55,1139.45,1139.5,1141.66098,1150.600186,1132.721775,,1130.577715,,,,,,,,,Algo1.1,
377,27-03-2023,RELIANCE,NSECM,12.25.03,SELL,2242.5125,88,2224.953627,2255.154888,85,15.18.03,EXIT,2233.15,2243.25,2243.95,2242,2242.05,2244.064943,2261.635971,2226.493914,,2224.953627,,,,,,,,,Algo1.1,
378,27-03-2023,TITAN,NSECM,12.25.03,SELL,2498.25,72,2478.688703,2512.334134,85,15.18.06,EXIT,2492.5,2501.55,2501.55,2497.15,2497.15,2500.498276,2520.077177,2480.919374,,2478.688703,,,,,,,,,Algo1.1,
379,28-03-2023,RELIANCE,NSECM,10.12.04,SELL,2241.3875,72,2223.837436,2254.023546,57,11.41.03,SL,nil,2241.25,2241.65,2240.9,2241.5,2245.264327,2262.844747,2227.683908,,2223.837436,,,,,,,,,Algo1.1,
380,28-03-2023,HDFC,NSECM,11.08.03,SELL,2568.3375,45,2548.227417,2582.816759,57,13.03.03,SL,nil,2569.45,2569.5,2567.95,2567.95,2572.04351,2592.182611,2551.90441,,2548.227417,,,,,,,,,Algo1.1,
381,28-03-2023,BRITANNIA,NSECM,13.00.03,SELL,4168.75,32,4136.108688,4192.251745,85,13.29.03,SL,nil,4169,4169,4168,4169,4173.840963,4206.522138,4141.159788,,4136.108688,,,,,,,,,Algo1.1,
382,28-03-2023,SUNPHARMA,NSECM,11.08.03,SELL,978.025,39,967.46233,985.6301224,113,14.33.04,SL,nil,978.95,978.95,977.15,978,980.0749263,990.6597355,969.4901171,,967.46233,,,,,,,,,Algo1.1,
383,28-03-2023,ASIANPAINT,NSECM,13.56.02,BUY,2785.1,102,2806.907333,2769.39872,113,15.18.02,EXIT,2781.85,2786.2,2786.45,2782.45,2785.75,2782.232977,2804.017862,2760.448093,2806.907333,,,,,,,,,,Algo1.1,
384,28-03-2023,HINDUNILVR,NSECM,12.04.04,SELL,2492.7875,40,2473.268974,2506.840839,169,15.18.02,EXIT,2481,2493,2493.75,2492,2492.7,2497.474458,2517.029683,2477.919233,,2473.268974,,,,,,,,,Algo1.1,
385,28-03-2023,INFY,NSECM,10.12.04,SELL,1386.6375,24,1375.780128,1394.454808,225,15.18.02,EXIT,1377.85,1387.05,1387.2,1386.35,1386.5,1388.82924,1399.703773,1377.954707,,1375.780128,,,,,,,,,Algo1.1,
386,28-03-2023,TCS,NSECM,10.40.05,SELL,3131.25,36,3106.732313,3148.902735,281,15.18.03,EXIT,3115.45,3130.9,3131.9,3130.5,3131.3,3134.85902,3159.404966,3110.313073,,3106.732313,,,,,,,,,Algo1.1,
387,29-03-2023,ASIANPAINT,NSECM,09.48.02,BUY,2791.425,39,2813.281858,2775.688062,1,10.08.02,SL,nil,2791.3,2791.8,2790.7,2791.6,2789.141379,2810.980356,2767.302402,2813.281858,,,,,,,,,,Algo1.1,
388,29-03-2023,RELIANCE,NSECM,09.48.02,BUY,2232.65,36,2250.13165,2220.063212,29,11.09.02,SL,nil,2231.8,2233.1,2231.8,2232.85,2229.654598,2247.112793,2212.196402,2250.13165,,,,,,,,,,Algo1.1,
389,29-03-2023,INFY,NSECM,09.48.02,BUY,1376.475,73,1387.252799,1368.714985,29,11.10.02,SL,nil,1376.5,1376.7,1376,1376.6,1374.213218,1384.973308,1363.453129,1387.252799,,,,,,,,,,Algo1.1,
390,29-03-2023,BRITANNIA,NSECM,10.16.02,SELL,4223.4375,45,4190.367984,4247.247551,29,14.02.03,SL,nil,4222.35,4224.8,4222.15,4223.4,4228.720468,4261.831349,4195.609587,,4190.367984,,,,,,,,,Algo1.1,
391,29-03-2023,HINDUNILVR,NSECM,12.36.03,SELL,2501.425,24,2481.838842,2515.527034,57,14.18.02,SL,nil,2499.95,2504.65,2499.85,2500.6,2503.217851,2522.818047,2483.617655,,2481.838842,,,,,,,,,Algo1.1,
392,29-03-2023,HDFC,NSECM,09.20.02,SELL,2594.725,103,2574.408303,2609.353022,57,15.18.02,EXIT,2607.6,2599.5,2600.5,2592.4,2593,2595.3,2615.621199,2574.978801,,2574.408303,,,,,,,,,Algo1.1,
393,29-03-2023,TITAN,NSECM,11.12.02,SELL,2509.2375,40,2489.59017,2523.383577,113,15.18.03,EXIT,2517.3,2509.55,2509.95,2509,2509,2512.571534,2532.244969,2492.898099,,2489.59017,,,,,,,,,Algo1.1,
394,29-03-2023,TCS,NSECM,13.04.03,BUY,3122.975,40,3147.427894,3105.368916,197,15.18.03,EXIT,3142.3,3123.65,3124.25,3121.65,3123,3118.620889,3143.03969,3094.202087,3147.427894,,,,,,,,,,Algo1.1,
395,29-03-2023,MUTHOOTFIN,NSECM,10.16.05,BUY,973.1,32,983.60948,965.5331744,225,15.18.04,EXIT,974.9,973.45,973.5,972.9,973,970.6093567,981.0919378,960.1267757,983.60948,,,,,,,,,,Algo1.1,
396,20-01-2023,PVR,NSECM,13.26.04,SELL,1622.2375,62,1614.126313,1627.104213,29,14.39.03,TGT,nil,1622.5,1622.95,1622,1622,1623.821429,1631.940536,1615.702321,,1614.126313,,,,,,,,,Algo1.11,
397,20-01-2023,JSWSTEEL,NSECM,14.23.03,SELL,739.3,135,731.31556,744.090664,85,15.18.23,EXIT,740.95,739,739.5,738.8,739.45,741.1428571,749.1472,733.1385143,,731.31556,,,,,,,,,Algo1.11,
398,23-01-2023,JSWSTEEL,NSECM,10.11.02,BUY,737.1,136,745.06068,732.323592,56,10.23.07,SL,nil,737.05,737.4,737,737,735.2869048,743.2280033,727.3458062,745.06068,,,,,,,,,,Algo1.11,
399,23-01-2023,ADANIPORTS,NSECM,10.11.03,BUY,772.4625,129,780.805095,767.456943,56,12.06.02,SL,nil,772.6,772.8,772.15,772.45,770.8452381,779.1703667,762.5201095,780.805095,,,,,,,,,,Algo1.11,
400,23-01-2023,BHARTIARTL,NSECM,11.07.03,BUY,773.7375,129,782.093865,768.723681,84,12.26.03,SL,nil,773.05,774,773.05,773.95,771.8958333,780.2323083,763.5593583,782.093865,,,,,,,,,,Algo1.11,
401,23-01-2023,TVSMOTOR,NSECM,10.39.03,BUY,981.525,102,992.12547,975.164718,112,13.01.02,SL,nil,980.4,983,980.4,981.35,978.7511905,989.3217033,968.1806776,992.12547,,,,,,,,,,Algo1.11,
402,23-01-2023,SBICARD,NSECM,11.07.03,BUY,760.2625,132,768.473335,755.335999,112,15.18.03,EXIT,767,760.2,760.75,760,760.15,758.4434524,766.6346417,750.2522631,768.473335,,,,,,,,,,Algo1.11,
403,24-01-2023,PVR,NSECM,12.08.02,SELL,1667.725,60,1659.386375,1673.145106,112,12.43.02,SL,nil,1668.2,1668.2,1666.7,1668,1669.832143,1678.181304,1661.482982,,1659.386375,,,,,,,,,Algo1.11,
404,24-01-2023,TVSMOTOR,NSECM,12.36.02,BUY,980.5,102,991.0894,973.61689,140,15.06.03,TGT,nil,980.6,981,980.3,980.35,977.9434524,988.5052417,967.3816631,991.0894,,,,,,,,,,Algo1.11,
405,24-01-2023,ADANIPORTS,NSECM,13.32.03,SELL,761.4375,131,753.213975,766.7827913,196,15.18.02,EXIT,761,761.3,761.65,761.2,761.45,763.1738095,771.4160867,754.9315324,,753.213975,,,,,,,,,Algo1.11,
406,25-01-2023,ADANIPORTS,NSECM,10.39.04,SELL,724.8125,138,716.984525,729.9006838,84,10.53.02,TGT,nil,725.4,725.45,724.4,724.7,726.4934524,734.3395817,718.6473231,,716.984525,,,,,,,,,Algo1.11,
407,27-01-2023,PVR,NSECM,12.38.02,SELL,1700.8125,59,1692.308438,1706.340141,112,12.52.03,SL,nil,1702,1702.8,1699.55,1700.45,1702.469643,1710.981991,1693.957295,,1692.308438,,,,,,,,,Algo1.11,
408,27-01-2023,TATACONSUM,NSECM,13.06.02,BUY,731.225,137,739.12223,726.0918005,196,14.10.03,SL,nil,730.95,731.4,730.7,731.4,729.5428571,737.42192,721.6637943,739.12223,,,,,,,,,,Algo1.11,
409,27-01-2023,BHARTIARTL,NSECM,11.14.02,BUY,775,129,783.37,769.5595,224,15.18.03,EXIT,774.35,775.25,775.25,774.65,775.05,773.2839286,781.635395,764.9324621,783.37,,,,,,,,,,Algo1.11,
410,30-01-2023,JSWSTEEL,NSECM,10.32.05,SELL,706.0375,142,698.412295,710.9938833,28,12.33.05,TGT,nil,705.95,706.15,705.7,706.15,707.9041667,715.5495317,700.2588017,,698.412295,,,,,,,,,Algo1.11,
411,30-01-2023,LUPIN,NSECM,10.32.05,SELL,739.575,135,731.58759,744.7668165,28,14.47.05,TGT,nil,739.2,739.7,739.2,739.7,741.6482143,749.658015,733.6384136,,731.58759,,,,,,,,,Algo1.11,
412,31-01-2023,BHARTIARTL,NSECM,10.11.03,SELL,769.225,130,760.91737,774.6249595,56,11.23.03,SL,nil,769,769.6,769,769.15,770.8791667,779.2046617,762.5536717,,760.91737,,,,,,,,,Algo1.11,
413,31-01-2023,TECHM,NSECM,10.11.03,SELL,1000,100,989.2,1007.02,56,11.30.03,SL,nil,1000.25,1000.5,999.5,1000,1002.254762,1013.079113,991.4304105,,989.2,,,,,,,,,Algo1.11,
414,31-01-2023,LUPIN,NSECM,13.27.05,BUY,746.9125,134,754.979155,741.6691743,252,14.54.03,SL,nil,746.35,747.15,746.2,747.15,745.4071429,753.45754,737.3567457,754.979155,,,,,,,,,,Algo1.11,
415,31-01-2023,TATACONSUM,NSECM,13.55.03,SELL,727.525,137,719.66773,732.6322255,280,15.18.04,EXIT,730,728.1,728.1,727.2,727.4,729.1208333,736.9953383,721.2463283,,719.66773,,,,,,,,,Algo1.11,
416,01-02-2023,PVR,NSECM,10.39.03,SELL,1695.6125,59,1687.134438,1701.123241,28,11.22.02,TGT,nil,1695.25,1695.9,1695.05,1695.75,1697.740476,1706.229179,1689.251774,,1687.134438,,,,,,,,,Algo1.11,
417,01-02-2023,SBICARD,NSECM,09.43.02,SELL,734.6875,136,726.752875,739.8450063,84,12.23.02,SL,nil,734.75,734.75,734.5,734.75,736.6369048,744.5925833,728.6812262,,726.752875,,,,,,,,,Algo1.11,
418,01-02-2023,BHARATFORG,NSECM,11.07.02,BUY,893.4,112,903.04872,887.128332,112,12.39.02,TGT,nil,894.15,894.15,893.15,893.15,891.3446429,900.971165,881.7181207,903.04872,,,,,,,,,,Algo1.11,
419,01-02-2023,CHOLAFIN,NSECM,12.31.02,BUY,747.1625,134,755.231855,741.9174193,196,12.40.02,TGT,nil,746.25,747.8,746.25,747.3,745.5220238,753.5736617,737.470386,755.231855,,,,,,,,,,Algo1.11,
420,01-02-2023,LUPIN,NSECM,13.28.02,SELL,740.15,135,732.15638,745.345853,252,14.46.03,TGT,nil,740,740.5,740,740.05,741.7803571,749.791585,733.7691293,,732.15638,,,,,,,,,Algo1.11,
421,01-02-2023,TATACONSUM,NSECM,13.55.01,SELL,736.9375,136,728.978575,742.1108013,280,15.09.02,SL,nil,737.2,737.2,736.55,737,738.8113095,746.7904717,730.8321474,,728.978575,,,,,,,,,Algo1.11,
422,02-02-2023,TVSMOTOR,NSECM,12.35.02,SELL,994.1875,101,983.450275,1001.166696,28,14.43.02,SL,nil,995.05,995.05,993.9,993.9,995.9357143,1006.69182,985.1796086,,983.450275,,,,,,,,,Algo1.11,
423,02-02-2023,PVR,NSECM,14.30.07,BUY,1667.7375,60,1676.076188,1662.317353,56,14.48.02,TGT,nil,1668,1668,1667.65,1667.65,1665.632738,1673.960902,1657.304574,1676.076188,,,,,,,,,,Algo1.11,
424,02-02-2023,BHARATFORG,NSECM,10.15.03,SELL,875.3,114,865.84676,881.444606,196,15.18.02,EXIT,871.3,876.35,876.35,874.95,874.95,877.2029762,886.6767683,867.729184,,865.84676,,,,,,,,,Algo1.11,
425,02-02-2023,BHARTIARTL,NSECM,09.47.03,BUY,776.4375,129,784.823025,770.9869088,308,15.18.02,EXIT,777.75,775.75,777.2,775.05,776.75,774.9517857,783.321265,766.5823064,784.823025,,,,,,,,,,Algo1.11,
426,03-02-2023,AXISBANK,NSECM,09.44.08,SELL,872.25,115,862.8297,878.373195,28,10.49.04,TGT,nil,872.6,872.6,871.7,872.35,874.602381,884.0480867,865.1566752,,862.8297,,,,,,,,,Algo1.11,
427,03-02-2023,PVR,NSECM,10.40.03,BUY,1692.9375,59,1701.402188,1687.435453,28,10.50.03,TGT,nil,1693.7,1695,1692.25,1692.25,1690.608929,1699.061973,1682.155884,1701.402188,,,,,,,,,,Algo1.11,
428,03-02-2023,BHARATFORG,NSECM,10.40.03,SELL,862.075,116,852.76459,868.1267665,56,10.51.03,SL,nil,861.8,862.5,861.8,862,863.9446429,873.275245,854.6140407,,852.76459,,,,,,,,,Algo1.11,
429,03-02-2023,CHOLAFIN,NSECM,10.40.03,SELL,765.925,131,757.65301,771.3017935,56,10.51.03,SL,nil,766.6,766.75,765.65,765.65,767.3267857,775.613915,759.0396564,,757.65301,,,,,,,,,Algo1.11,
430,03-02-2023,TATACONSUM,NSECM,10.12.03,SELL,730.3125,137,722.425125,735.4392938,84,12.35.03,TGT,nil,730.7,730.7,730.05,730.25,732.1994048,740.1071583,724.2916512,,722.425125,,,,,,,,,Algo1.11,
431,03-02-2023,SBICARD,NSECM,10.12.04,BUY,738.7625,135,746.741135,733.5763873,84,12.42.03,TGT,nil,738.8,739,738.65,738.7,736.9559524,744.9150767,728.9968281,746.741135,,,,,,,,,,Algo1.11,
432,03-02-2023,UPL,NSECM,09.44.10,BUY,706.3625,142,713.991215,701.4038353,84,14.06.03,TGT,nil,706.7,706.7,706.05,706.35,704.4714286,712.07972,696.8631371,713.991215,,,,,,,,,,Algo1.11,
433,06-02-2023,LUPIN,NSECM,10.39.03,BUY,751.325,133,759.43931,746.0506985,56,11.11.02,SL,nil,750.75,751.55,750.65,751.55,749.6857143,757.78232,741.5891086,759.43931,,,,,,,,,,Algo1.11,
434,06-02-2023,BHARTIARTL,NSECM,10.39.03,SELL,780.85,128,772.41682,786.331567,84,12.19.04,SL,nil,781,781,780.8,780.8,782.5761905,791.0280133,774.1243676,,772.41682,,,,,,,,,Algo1.11,
435,06-02-2023,PVR,NSECM,13.33.02,BUY,1686.05,59,1694.48025,1680.570338,84,14.55.03,SL,nil,1686.05,1686.05,1686.05,1686.05,1684.341667,1692.763375,1675.919958,1694.48025,,,,,,,,,,Algo1.11,
436,06-02-2023,CHOLAFIN,NSECM,12.03.02,BUY,771.5625,130,779.895375,766.1461313,84,15.01.03,TGT,nil,772.35,772.35,771.3,771.3,769.4946429,777.805185,761.1841007,779.895375,,,,,,,,,,Algo1.11,
437,06-02-2023,TATACONSUM,NSECM,11.26.03,BUY,729.125,137,736.99955,724.0065425,168,15.18.02,EXIT,730,728.95,729.2,728.9,729.2,727.2565476,735.1109183,719.4021769,736.99955,,,,,,,,,,Algo1.11,
438,06-02-2023,AXISBANK,NSECM,10.39.03,SELL,887.775,113,878.18703,894.0071805,252,15.18.02,EXIT,882.8,887.1,888.3,887.1,887.85,890.2214286,899.83582,880.6070371,,878.18703,,,,,,,,,Algo1.11,
439,06-02-2023,BHARATFORG,NSECM,14.23.02,SELL,872.575,115,863.15119,878.7004765,308,15.18.02,EXIT,876.8,872.9,872.9,872.4,872.5,874.45,883.89406,865.00594,,863.15119,,,,,,,,,Algo1.11,
440,06-02-2023,UPL,NSECM,10.11.02,BUY,707.6625,141,715.305255,702.6947093,308,15.18.03,EXIT,714.3,707.5,707.75,707.5,707.7,705.875,713.49845,698.25155,715.305255,,,,,,,,,,Algo1.11,
441,06-02-2023,SBICARD,NSECM,14.23.03,SELL,753.2625,133,745.127265,758.5504028,28,15.18.03,EXIT,757.1,753.5,753.6,753.15,753.15,754.75,762.9013,746.5987,,745.127265,,,,,,,,,Algo1.11,
442,07-02-2023,AXISBANK,NSECM,09.43.03,SELL,882.7375,113,873.203935,888.9343173,84,12:57:01,TGT,nil,883.2,883.45,882.5,882.5,884.8809524,894.4376667,875.3242381,,873.203935,,,,,,,,,Algo1.11,
443,07-02-2023,TATACONSUM,NSECM,13.41.02,BUY,730,137,737.884,724.8754,112,15.18.02,EXIT,728.1,730.15,730.2,729.7,730.05,728.3380952,736.2041467,720.4720438,737.884,,,,,,,,,,Algo1.11,
445,07-02-2023,CHOLAFIN,NSECM,13.13.02,SELL,778.6125,128,770.203485,784.0783598,84,15.18.02,EXIT,782.3,779.45,779.45,778.3,778.35,780.3589286,788.786805,771.9310521,,770.203485,,,,,,,,,Algo1.11,
446,07-02-2023,BHARTIARTL,NSECM,13.41.02,BUY,787.35,127,795.85338,781.822803,84,15.18.02,EXIT,783.5,787.4,787.75,787.15,787.25,785.5083333,793.9918233,777.0248433,795.85338,,,,,,,,,,Algo1.11,
447,07-02-2023,LUPIN,NSECM,13.41.02,BUY,748.9125,134,757.000755,743.6551343,56,15.18.02,EXIT,752,749.5,749.55,748.3,748.9,747.1702381,755.2396767,739.1007995,757.000755,,,,,,,,,,Algo1.11,
448,08-02-2023,VBL,NSECM,11.07.02,BUY,1348.2,74,1358.756406,1340.6,28,11.46.03,SL,nil,1350.9,1351,1347.25,1347.25,1344.68631,1355.215203,1334.157416,1358.756406,,,,,,,,,,Algo1.11,
449,08-02-2023,BHARATFORG,NSECM,11.07.02,SELL,864,116,854.6,870.7,56,15.18.02,EXIT,868.2,865.5,865.6,864.85,865.55,863.9095238,873.2397467,854.579301,874.74632,,,,,,,,,,Algo1.11,
450,08-02-2023,JSWSTEEL,NSECM,11.07.02,BUY,725.1,138,732.93108,719.5,140,14:13:01,TGT,nil,725.3,725.5,725,725,723.1172619,730.9269283,715.3075955,732.93108,,,,,,,,,,Algo1.11,
